Star,Feedback 
5,Запах приятный.Посмотрим какой эффект будет после использования.
5,Всё отлично. Спасибо
5,"Крем понравился, приятно наносится, быстро впитывается."
5,"Кожа очень сухая. При нанесении крема, кожа увлажняется. Нет липкости "
5,"Пришёл заказ быстро, упаковка целая, пока всё хорошо ,буду пробовать."
5,Как всегда на высоте
5,Приятный аромат. Рекомендую
5,Беру второй раз. Крем понравился. Коже после его использования увлажненнная
5,"Хороший крем,лицо от него прям нежное,вкусненького пахнет,мне понравился,закажу ещё ночной!"
5,"Очень приятно ложится, классный крем."
5,"Хороший крем, пахнет хорошо, буду заказывать ещё"
4,"Плотный крем, берёшь чуть-чуть и на лицо хватает ) Рекомендую "
5,Замечательный крем. Рекомендую!
5,Отличный крем
5,"Заказывала  ночной и дневной крем. Одна упаковка пришла без защитной пленки,что очень расстроило и вызвало недоверие . Сколько лет покупала крема ( в магазине) такого не случалось ."
5,Очень нравится!
5,"Пришел быстро.
Упаковано хорошо.
Будем пользоваться.
Спасибо."
5,"Все хорошо. приехал быстро, крем не подделка, упаковано по ГОСТ. Для комбинированной кожи хорошее увлажнение"
5,"Крем приятный, мне очень понравился."
5,"Крем сам по себе очень нравится. Текстура - нежная, хорошо впитывается, аромат - лёгкий и ненавязчивый. Кожа после него бархатистая. Но есть неприятный момент с доставкой - крем брала уже много раз и всегда приходил в надлежащем виде. В этот раз коробочка была без упаковки, мятая, со следами вскрытия. От выкупа я отказалась. Перезаказала, причём на другой пункт выдачи, пришла другая коробочка, но тоже без упаковки производителя...Увидела в отзывах, что я не первая, кто столкнулся с подобным. Может пора уже обратить внимание и сделать соответствующие выводы?!"
4,"заказала 2 штуки крема, пришел хорошо упакован. После первого применения на руках появилась сыпь. Можно ли вернуть нераспакованную баночку? "
4,Вроде норм
5,"Хороший крем,очень нравится.Хватает надолго, буду заказывать ещё."
1,"Прочитала отзывы , даже не стала пробовать, сразу полетел в мусорное ведро. Ибо не хочется потом лечить жуткую аллергию из-за подделки! "
5,"Пришёл в пакете. Коробка мятая, вскрытая.Видно по полоска, что крем вскрывали..Вопрос:для чего?"
5,Отличный крем
3,"Очень понравился ночной крем этой серии,решила купить еще и дневеой.Дневной крем  расстроил-оставляет на лице жирный блеск.Хотелось бы матирующего эффекта"
5,Покупаю уже давно этот крем и очень довольна. Крем  питает прекрасно и не оставляет жирного блеска. 
5,Пришел быстро пахнет приятно пока не пользовалась
5,"Пришёл быстро , рекомендую"
3,"коробка мятая, рваная"
5,доставка быстрая. еще не пользовалась
5,"Отличный крем, беру не в первый раз)"
1,"Не упакован в слюду, коробка мятая. Очень жаль"
5,"Хороший крем, в меру жирный, подошёл даже для моей чувствительной кожи👌"
5,Доставили быстро кремом пользуюсь первый раз очень понравился
5,Всё отлично
5,Крему огнище буду ещё брать!!!!!
5,"Крем хороший, приятно пахнет и подошёл моей коже."
5,"Крем запечатан, срок годности ч большим запасом, но вот самв консистенция жирновата мне, как дневной для смешанной кожи не понравился."
5,Все пришло ок
5,Крем супер. Спасибо продавцу.
5,Спасибо всё отлично
5,Беру уже второй раз !!!! 
5,"Отлично увлажняет , не скатывается, кожа не блистит как будто насазали жиром в отличит от моего прошлого крема от лярош ф клаир"
3,"Повелась на отзывы. Для меня слишком тяжёлый, очень плотный крем,  долго впитывается и держится блеск и липкость на лице."
5,"Читала отзывы,прежде,чем купить, оч довольна кремом, для мой кожи отлично .Спасибо."
5,Кожа потом явно более гладкая
5,"Хороший крем, доставлен без повреждений."
5,"Очень хороший крем,  буду заказывать ещё"
5,Хороший крем!
5,Хороший крем
5,Крем понравился. Буду брать ещё. К покупке рекомендую
5,Мой любимый крем
5,"Пришло все целое. Хороший крем, мне понравился."
2,"Странный запах, туб неполный."
5,Крем пришел быстро. Упакован в пакет. Коробка целая.
5,Крем очень приятный
5,"Крем хороший. Правда пришел в мятой упаковке, но это вопрос к доставке, а не к продавцу. "
5,"Крем этот то, что надо, девочки! Рекомендую"
5,"Запах хороший, плотный крем, баночка стеклянная. Но дата производства только на коробке."
5,"Прекрасный крем , пахнет клева😻"
5,Крем очень классный!
5,"Крем ещё не мазала, пришёл закрытым, упакованым, открыла, пахнет хорошо, спасибо"
5,Спасибо продавцу пришел упакованный. В деле еще не пробовала
5,"Товаром довольна, упаковано супер, буду пробовать"
5,"Целостность упаковки не нарушена.Достаточно приятный запах, консистенция лёгкая, поэтому распределяется по коже отлично! Впитывается быстро и не оставляет жирного блеска!!!Я довольна и моя кожа тоже!"
1,"Это не Лореаль. Кошмар, подделка. Очень похож на  Черный жемчуг. Упакован так, что открыть невозможно. Открыли дома. И как теперь быть??? Не советую покупать."
5,"Пришло без защитной пленки, но вроде все в порядке. Увлажняет хорошо"
5,Жене понравилось
5,"Все хорошо,упаковка цельная 👍"
5,"Кремом очень довольна. После нанесения кожа гладкая, мягкая как у младенца. Пользуюсь всей серией гиалурон эксперт. Морщинки менее заметны."
5,Рекомендую
5,Крем отличный!
5,отличный крем
5,"Супер крем, очень довольна"
5,Отличный крем
5,"Крем отличный, хорошо питает, ухаживает за кожей. Не остаётся липкого эффекта. Подходит под тональное средство. Рекомендую."
4,"Крем мне не подходит, сушит лицо"
5,"Крем хороший,впитывается быстро,сроки годности хорошие"
5,Крем просто супер для сухой кожи то что надо и текстура и запах отличный . Советую всем .
5,"Крем хороший,работает,мне подходит.Пришел быстро,хорошо упакован,рекомендую продавца..спасибо ВБ за быструю доставку."
5,Запах приятный.все впитывается
5,"Все целое, упакованное. Крем приятно пахнет, хорошо впитывается, увлажняет. Мне понравился."
5,"Крем купила в подарок, упакован хорошо, пришел в идеальном состоянии."
5,Хороший крем
5,Крем беру второй раз всё аккуратно упакована
5,Крем пришёл быстро.упаковка хорошая.крем мягкий хорошо вписывается.Рекомендую  этого продавца
3,"К сожалению в пункте выдачи не заметила, что крем уже всерыт. А так все сроки годности в норме"
5,"Хороший крем, мне нравится"
5,Дошел хорошо. Буду пробовать 
5,Класс все хорошо 
5,"Крем очень понравился,сейчас,на зиму самое то,жирненький .При сухости в домах прямо очень хорошо увлажняет кожу!"
5,"Класс,давно хотела"
5,"Хороший крем,увлажняет очень хорошо и впитывается быстро."
5,"Пришёл крем ,хорошо упакован ,запах приятный )"
5,Хороший крем. Понравился.
5,"Крем классный,не первый раз беру"
1,"И откуда столько положительных отзывов… отвратительный крем!!! Возраст в описании 25+, на упаковке сбоку 45+; под макияж не подходит - слишком жирный; кожа под ним не дышит совершенно; вечером смываешь и облегчение - кожа стала сухая за 1 день пользования! Будто химической плёнкой лицо покрываешь, а не питательным кремом. При нанесение крема кожу пощипывает + тоже самое от сыворотки для зоны вокруг глаз. Ужасное качество. Не рекомендую однозначно!!!!!!!!!!!!!!!!!! "
5,Спасибо за быструю доставку и обслуживание 
5,"Хороший нежный крем. Кожа моментально впитывает, хорошо увлажняет. Для зимы самое то."
5,"Отличный крем! Точно такой же,как и в магазине!"
5,"Для моей аллергенной кожи подошёл великолепно,я очень довольна покупкой,доставка быстрая,упакован в пленку,Спасибо валдберис"
5,Отличный крем. Увлажняет и питает. При этом лёгкий. На коже комфортно. У меня комби. Сильная отдушка. 
5,Очень хороший крем беру всегда
5,"Всё отлично, целое"
5,Заказ получен.
4,"Мне кажеться это подделка, сравнила с другим что был куплен в магазине, есть разница...."
5,Нравится вся линейка этой торговой марки. Упаковка пришла без повреждений и быстро
5,Крем отличный спасибо производителю
1,"Как ни старалась к нему привыкнуть, не смогла. Купила из за отзывов. По факту крем еле впитывается, после того, как подсохнет, начинает скатываться, если дотронуться до лица. После месяца применения лицо пошло прыщами, такого вообще никогда не было! Сейчас купила черный жемчуг, экстремальное увлажнение. Пользуюсь неделю, очень нравится. Короче говоря, это мое личное ощущение, кожа очень сухая, Лореаль разочаровал."
2,"От крема начало щипать лицо, такого от Лореаль быть не может, а через несколько дней стерлась надпись на креме! Это полная подделка! WB начал обманытьвать, печально, продавать стали одну паль. 😒😡"
5,Очень приемленная цена
5,Крем супер
5,"Хороший крем, покупаю не первый раз"
3,"Мне не подошел, текстура густая слишком для дневного крема. Лицо осыпало прыщами после"
5,"Отличный крем, рекомендую к использованию"
5,Все в порядке.
2,"Из плюсов: нежная текстура, приятно пахнет.
Из минусов: не было слюды на упаковке, хотя в магазинах всегда такие крема со слюдой. Немного жирноват, к концу дня кожа блестит. При нанесении щиплет кожу, появляются покраснения.
Также брала ночной крем-маску, все аналогично."
4,"Отличный крем,пользуюсь давно.кожа получает питание по полной.в комплекте ещё и ночной "
4,"Немного жирноват на коже , а так ничего особенного,  взяла из-за spf"
5,"Крем очень приятной консистенции. Первый раз брала у другого продавца, упаковка только в  пупырчатый пакет(хотя все целое). А здесь ещё и дополнительно коробка. Спасибо за уважительное отношение к клиентам."
5,"Не ожидала, но действительно хороший крем. Легкий, быстро впитывается, можно под макияж Рекомендую."
5,"Крем пришёл быстро, всё хорошо запоковано. Спасибо продавцу)"
5,Беру не первый раз.Довольна.Спасибо продавцам WB.
5,"Пришол за один день коробка не мятая, хорошо упакован."
5,"Не подделка, такой же как в магазине . Лучшая цена"
5,Крем осень хороший. Рекомендую.
2,"Крем не взяла потому что был без целлофановой обертки,то есть защиты никакой "
5,"Спасибо. Крем, что надо. Бережно упакован. Спасибо ☺️ "
4,"Крем понравился, контистенция и запах приятные, хорошо увлажняет кожу. Но, почему коробочка без слюды? Она упакована в запаяный пакет, но до этой упаковки мой крем могли открывать, неприятно, за это снидаю звезду, так как в магазине, коробочка всегда упакована в слюду, возникает вопрос, зачем её сняли? "
5,"Крем хороший, упаковка чуть помята."
4,"При нанесении крема визуально морщины на лице становятся менее заметными (45 лет). Крем придаёт сияние, но не жирный. При первом нанесении был сильный запах, аж вся комната благоухала.  Дочь решила, что у меня новые духи))"
5,"Отличный дневной крем на холодное время года, слегка жирноват, чуть дольше впитывается. Радует наличие spf 20. Для лета тяжеловат, а вот на зиму отлично. Антивозрастного эффекта ждать за такую цену не стоит."
5,Отличный крем 👍
5,"Пользуюсь с удовольствием кремом, подошёл, рекомендую."
5,Крем хороший.
3,"Всё хорошо, кроме упаковки"
4,"Крем хороший, но коробочка не упакована."
5,"Пришёл целый,коробка тоже,хороший крем аллергии и появление прыщей не вызвал,приятный аромат"
1,Крем откровенное гавно! После 3 дней использования все лицо покрылось красными зудящими пятнами. Подделка - 100%. У вас есть сертификат соответствия на эту продукцию? Я хочу с ним ознакомится 
5,Отличный крем
5,Молодцы!!!
1,Коробочка многое повидала ну доехала.
2,"Повелась на положительные отзывы и рейтинг. Мне повезло, пришел запечатанный. Единственный плюс-сужает поры. В остальном: после нанесения образуется перламутровая пленка, кожа приобретает неровности, появляются прыщи (не аллергия)."
5,"Пришло все целое,еще не пробовала"
5,Крем оправдал ожидания. Хорош под макияж.
2,Крем очень жирный и плохо питает кожу.
5,"Крем супер, мои любимый, рекомендую."
5,Отличный крем.
5,"Получила, очень быстро 3 дня, всё отлично"
3,Крем пришёл в мятой упаковке. На коробке Отсутствовала заводская упаковочная плёнка.
5,"Мне подошёл, очень довольна ! Беру не в первый раз! Спасибо производителю и WB за быструю доставку!"
2,Крем запечатан не герметично. Больше заказывать не буду
5,"Упаковка целая, крем приятно пахнет."
5,Крем упакован идеально. Доставка быстрая. Спасибо Wildberries.
4,"Крем хороший, даёт Легкое увлажнение, для тех кто не любит ощущение, что на лице, что то есть, подойдёт, только коробка выглядела непризентабельно, за это минус звезда,т.к. брала на подарок😏"
5,"Пользовалась впервые, но была приятно удивлена. После операции на лице был шрам, пользовалась спец.средствами, но не помогло. Потом стала применять этот крем, шрам стал меньше, надеюсь, что вообще исчезнет. Спасибо)"
5,Хороший крем не 1 й раз беру
5,"Оч хорошая упаковка: в картонную коробочку. Сам крем без пленочки, на баночке защита от вскрытия. Срок годности октябрь 2024. Крем очень нежный, впитывается моментально. Рекомендую"
5,Соотвевует описанию
5,"Заказ пришёл хорошо упакован, без повреждений. Большое спасибо!"
5,Крем поступил упакованный аккуратно.
5,Крем супер!!!!
5,Отличный крем
5,Плотный быстро впитывается не оставляет жирного блеска. Хороший крем
5,Хороший крем
5,"Все отлично, пришёл в пакете, все целое."
5,"Хороший крем, быстро впитывается, идеально подошел"
5,Крем отличный. Спасибо.
5,"Крем понравился, хорошо увлажняет."
5,"Легко ложится, впитывается без следов, запах приятный лёгкий. Беру 2 раз. Очень помог уменьшить пигментные пятна, которые не могла вывести спецсредствами. "
1,"Очень жаль, но крем в открытой коробке. Это недопустимо. Проверяйте в пункте. Буду заказывать снова."
5,Хороший крем.
5,Обслуживание хорошее
5,👍я рада. Крем подошёл
1,"После трех дней нанесения вся кожа будто бы сожжена кислотой. Очень болит, чешется, все в красных воспаления, сыпь мучает, кожа горит. Крем был без фольги, сразу как то насторожило... Но возврату такой товар не подлежит. Разочарована,   Испытываю ужасные мучения. Антигистамин не помог, значит не аллергия Не советую никому!"
5,Все  хорошо упаковка хорошая
5,"Отличный крем, текстура нежная, запах не навязчивый. Спасибо, покупкой довольна👍"
5,"Быстрая доставка, хорошо упаковано, баночка целая, полная, все отлично! 
Рекомендую продавца. 
Сам крем заказала первый раз, поэтому еще не знаю, подойдет ли, напишу потом, если буду заказывать еще раз. =)"
5,"Крем хороший,упакован хорошо в пупырку …"
4,"Крем вскрыт,, может им и не пользовались но вскрыли,, поэтому 4 заезды,,"
1,"Крем пришёл в ужасном состоянии, такое ощущение, что им пользовались и он кому-то не понравился, его вернули обратно. Коробка была смята, коробка не была упакована защитной плёнкой, крем после открытия был также без специал ной плёнки. ДАЖЕ НЕ ОЖ ДАЛА, ЧТО ТАКОЕ МОЖЕТ БЫТЬ. Я не проверила это в пункте."
5,"Очень приятный крем, особенно за такую цену. "
5,"Крем приятный. Как работает на моей коже напишу позже. Рекомендую.
"
5,"Очень нравится! Заказываю второй раз. Не вызывает аллергических реакций, хорошо увлажняет кожу, имеет приятный запах."
5,Очень нравится как пахнет. К концу для лицо блестит(
5,Супер крем уже 3 раз беру
5,Хороший крем
5,"Все пришло упаковано, каробка не мята, заклеена с двух сторон, и на баночке завадская метка, что ее не кто неоткрывал."
4,Очень приятный запах
4,Плохо увлажняет
5,"Прекрасный,нежный крем. Кожа после нанесения гладкая,нежная, с тонким лёгким ароматом. Замечательно увлажняет. Буду заказывать ещё."
5,"Пришло быстро -очень!  Без помятостей в упаковке. В деле не проверяла. Но линейкой возростной пользуюсь , нравится. После использования дополню отзыв😉"
5,"Крем хороший, увлажняет отлично"
1,"Не подошёл от слова совсем. После 3 дней использования началось покраснение на лице. Мама вообще покрылась пятнами, как будто аллергия. Увлажнения практически нет."
5,Крем супер
1,"Коробка без целлофана, сколько раз покупала в 1ый раз так пришёл "
5,"Пришёл хорошо запакованный.
По увлажнению будем пробовать."
5,Упакован идеально! Все целое сроки в норме.
5,"Крем отличный, пользуюсь не один год. Плохо, что пишут о том, что в наш регион сейчас этот товар недоступен."
1,"Пришёл абсолютно без какой либо упаковки,  ещё и открытый,  разочарована"
1,"Муж забирал. Не открыл. По факту не цельная упаковка, открытая, половина тюбика. разочарована очень."
5,Շնորհակալություն
5,Отличный крем
5,Соответствует описанию
5,Пришёл целый. Не вскрытый. Чучуть подмороженный из за нашего климата. Жена довольна. 
5,"Пришло всё целое, хорошо упаковано. На деле не пробовала, запах приятный."
5,Все хорошо
5,"Крем хороший, сегодня нанесла с утра, до обеда не стянуло кожу под кондиционером."
5,Крем хороший Упаковка пришла не мятая Все отлично
5,"Хороший крем, рекомендую"
5,"Получила крем, в магазине не нашла... Спасибо!!!"
1,"Я не ожидала,что крем будет распечатан,и меньше половины ,даже не пользовалась им,а выбросила,нужео было вернуть.
Прощьба,если отправляете смотрите,такие вещи должны быть в отличном состоянии,ведь крем для лица."
5,Отличная цена для хорошего крема))
1,"Да, магазин дополнительно дважды упаковал КОНТРФАК. Знали, что нет ни целофановой упаковки ни защиты крема фольгой. Не
 известно, что там набодяжили,в каком подвале заполняли. Позор!"
5,"Магазин дополнительно упаковал в пакетик. Я пользуюсь кремами Лореаль, тут цена - подарок!"
5,ХОРОШИЙ КРЕМ.
5,"Упаковано на совесть,коробочка целая,крем понравился (пользуюсь неделю), сухости нет ,кожа мягкая. Спасибо производителю."
5,"Легкий крем, не жирный, запах обалденный, понравился, рекомендую"
5,Вроде бы хороший крем..но если до тронуться до лица потереть глаз в течении дня.. Глаза слизятся и краснеют. 
5,Запах мне понравился
5,Хороший крем. Мне понравился. В Ашане дороже. 
5,"Хорошо упакован, в отдельную коробку"
5,"Сегодня перывый раз использовала,нравитс,"
5,"За такую цену ,супер"
5,"Упаковка не очень, но крем нормальный "
1,"Брак, товар без даты и без слюды, ужас, а деньги 100 руб. За возврат сняли. Прошу вернуть деньги, надеюсь на порядочность продавца. "
5,"Пришёл хорошо упакован, упаковка не мятая."
5,"Крем пришёл, быстро, упаковка целая, срок годности в норме. Спасибо!"
4,"Все пришло в надлежащем виде!Приятный аромат,не жирный,хорошо впитывается в кожу!Советую!"
5,"Доставка в срок. Всё целое. До меня не вскрывалось точно, было запечатано. Крем хороший."
5,"Какая-то свинья, вскрывала коробку. Были повреждённые края... А так, все целое, пришло быстро. От крема хорошее впечатление, кожа мягкая, приятно пахнет. Заказала еще товары у вас буду пробовать 🤗"
5,"Пользуюсь кремами этого бренда, очень нравятся, цена в разы дешевле, крем пришёл без нарушения фирменной ленты, качество соответствует,  спасибо."
5,Берут сомнения 
5,"Крем суперский не первый раз беру, всё ок!)))"
1,"Пришёл без пленки, залепленный лепучками из пленки с двух сторон, коробочка и качество коробочки очень отличается от предыдущих заказов. Отказ. Очень расстроена. Я заказываю его здесь несколько лет уже и такое впервые."
1,"Пришел без оригинальной заводской пленки. Видно что, коробку вскрывали. Заказывала всю серию на подарок. Поэтому отказ. Очень жаль. Ставлю звезду не за сам крем, а за то, в каком виде товар прибыл покупателю. "
5,"Крем очень хороший, запах чудесный, текстура крема нежная"
5,"Отличный крем, спасибо большое!"
5,"Спасибо, Всё хорошо"
3,"Очень резкий запах, за качество незнаю тк непереношу такие ароматы!  заказала по отзывам и очень разочаровалась."
5,Крем отличный! Запах лёгкий. Рекомендую! Брала за 296р. 
5,Хороший кремушек!
5,Хороший крем.Очень понравился
1,"Извините, но что мне с этим теперь делать?"
5,"Полное соответствие,быстро пришло всё в порядке,цена отличная!"
5,Хороший крем
5,Все хорошо
4,"Увлажняет хорошо, ничего более"
5,"Крем хороший.увлажняет.испольщую,как базу под макияж"
5,Очень хороший 👍крем
2,Появилась Аллергия
5,"Крем хороший,соответствует описанию. Текстура хорошая."
2,"Беру не первый раз поэтому распаковывать в пункте выдачи не стала дневной крем не стала он пришёл в запечатанном пакете. Дома открыла коробка мятая, защитной пленки нет. Ночной был запечатан как положено. "
5,"Приятный крем,хорошо увлажняет.Кожа зимой всегда шелушится,после него-перестала."
5,Отличный крем
4,Коробка без упаковочной пленки
5,"ни фига он, конечно, не омолаживает, иллюзий у меня за такие деньги нет, НО крем очень хорошо подошёл коже лица, дорогие так не носятся. купила этой же серии для глаз"
5,"Крем пришол целый, пока не пробовала, но думаю что хороший."
5,Крем хороший. Буду заказывать ещё.
5,"Понравился,советую"
5,Всё отлично.
4,"Разочарована. Кому то может быть он и подошёл, но мне нет. Не увлажняет мою кожу и при нанесении крема чувствую жжение. Никогда такого не было. А так упакован был хорошо, запах приятный, сроки в норме."
5,"Хороший крем, пришел быстро, упаковка целая, персонал вежливый."
5,Отличный крем. Хорошо впитывается.
5,"Хороший продукт для ежедневного использования-отлично увлажняет кожу,не скатывается.Использую так же крем вокруг глаз той же серии.Для сухой кожи-идеальная пара."
5,Все отлично
5,"Отличный крем,беру не первый раз."
4,Баночка не целая
3,не было полиэтиленовой упаковки на коробочке
5,Хороший крем
5,"Пришло быстро и в полном порядке. Запах приятный,посмотрим как на деле"
5,Быстрая доставка
5,"Для сухой кожи, самое то. Рекомендую"
5,Отличный крем!
5,Всё целое крем чудесный
5,Отлично упакован. Не пробовала.
5,"Товар отличный, пришел в целой коробочке. "
5,"Крем приятный, чувствую что питает."
5,"Мне крем нравится!)
Хорошо увлажняет, питает!
По цене доступно. Рекомендую!"
5,Отличный крем хорошо увлажняет кожу
5,"Срок годности в порядке, на самой банке его нет,но есть номер такой же как на коробке рядом со сроком годности. Защитной фольги нет,есть наклейка продолжение этикетки. И сама коробочка без пленки. Крем неплохой,аромат достаточно сильный и держится очень долго. Похож на какой то цветочный парфюм, думаю может надоесть. Сам крем достаточно жирненький."
5,Крем отличный. Результат очевидный.
5,Крем хороший.
5,Хорошо увлажняет и питает
5,Все отлично
1,Даже не знаю что ещё раз написать! 
5,Крем  отличный)))
5,Пользуюсь несколько лет. Очень нравится 👍
1,"Крем пришел без слюды, без фольги под крышкой. Качество коробки более дешевле.
Консистенция крема хуже, более жидкая, липкая. Банка отличается. Ставлю 1 звезду, крем не оригинал. Больше брать не буду. Разочаровал."
5,"Замечательный крем, нежный, ароматный, прекрасно увлажняет кожу. "
5,Все в целости сохраности.
5,Мне тоже понравилось! Не думала что такое хороший....ещё куплю!
5,Крем понравился. Возьму ещё
5,"Крем заказала во второй раз. Первая упаковка без нареканий. Крем хороший. Во второй заказ упаковка пришла вскрытая, баночка на половину пустая...  После чьих-то грязных рук , однозначно в мусорку! Лучше купить в магазине и не нервничать!"
5,"Крем понравился, текстура мягкая. Сроки в норме. Транспортировка без претензий"
5,Всё хорошо запакованно.Крем хороший.
5,"Крем пришёл хорошо упакованный,качество крема понравилось,но запах сильный и меня к сожалению раздражает..."
5,Класс .биру уже второй раз
5,Доставка очень быстрая
5,Понравилось
5,"Крем хороший! Привезли хорошо упакованный! Невскрытый. Но заметила, что сверху под крышкой нет пластинки , открываешь и сразу крем. Видимо экономят на этом. "
5,"Крем очень понравился, хорошо впитывается, не оставляет жирного блеска, не забивает поры и не скатывается, как ночной из этой же серии. Беру уже не первый раз, однозначно рекомендую к покупке!"
5,"Запах классный, впитывается хорошо, но моя кожа блестит, к сожалению"
5,Рекомендую
5,Беру его постоянно. Хороший крем.
5,Качественный крем. Очень понравился. Хорошо и быстро впитывается. Не жирный.
5,Очень нравится текстура и запах. Рекомендую
5,"Беру второй раз, эффект есть"
5,"Крем пришол в хорошем состоянии ,упаковка целая. Спасибо большое. Ставлю 5 звёзд"
5,Хороший крем.
5,"Пришел быстро, хорошо упакован; запаян в целофане, коробочка целая, также заклеена, крышка одна-верхняя, текстура крема хорошая, легкая, впитывается сразу без жирных следов."
5,"Всем довольна,спасибо "
5,"Товар пришёл хорошо упакован, без повреждений.. ещё не использовался . Запах очень приятный )"
5,"Товар пришёл в целой упаковке. Приятный запах, мягкий эффект. Соответствует описанию"
5,Хороший крем
5,Отличный крем
5,"Крем пришёл в целости и сохранности, коробка целая. Быстро впитывается, очень приятный запах. "
5,Такой фирмой Крема пользуюсь давно. Очень подходит моей коже. Цена устраивает. Спасибо!
5,В целом неплохо
5,"Крем мне понравился. Не знаю как на лето, но сейчас зимой кожа сухая очень. Хорошо увлажняет, не липкий, не жирный. И немного подсвечивает."
1,"Не надо свои штрих кода ТАК КЛЕИТЬ НА КОСМЕТИКУ. ЭТО НЕ 10-ти рублевые, что после снятия ваших штрих кодов в руки взять противно"
5,Очень хороший крем
5,Отличный крем. Подошёл идеально. Запах очень приятный. Пользуюсь с удовольствием.
5,"Хороший крем,без резкого запаха.Хорошо увлажняет"
5,Мне нравится! Хороший крем.
2,"Заказывала 3 крема: ночной, дневной и вокруг глаз. К ночному нет претензий. Пришёл хорошо упакованный, в целлофане, коробка целая, никаких изъянов. Дневной крем пришёл в помятой коробке, без целлофана. Пломбы были, но когда открыла баночку, создалось такое впечатление, что им уже кто-то пользовался, неполная баночка, мягко говоря. Крем вокруг глаз  получила и без целлофана, и без пломб. Как не стыдно продавцу отправлять товар в таком виде. Заказывала и раньше, но такое в первый раз вижу."
5,"Крем очень понравился. Приятно пахнет. Не жирный, но увлажняет просто на отлично. Брала вместе с тоником такой же серии, дак тоник тоже классный"
